Date,Open,High,Low,Close,Adj Close,Volume
22/05/2020,0.052283,0.056926,0.05152,0.055833,0.055833,224368474
23/05/2020,0.05584,0.056437,0.054495,0.055322,0.055322,131277191
24/05/2020,0.055265,0.05605,0.052629,0.052641,0.052641,108565176
25/05/2020,0.052188,0.054345,0.051129,0.054011,0.054011,183914564
26/05/2020,0.053881,0.05416,0.052034,0.05343,0.05343,162232161
27/05/2020,0.05348,0.055914,0.053223,0.055183,0.055183,185161265
28/05/2020,0.05512,0.067179,0.05505,0.064559,0.064559,368087319
29/05/2020,0.064645,0.066666,0.062897,0.06466,0.06466,393626086
30/05/2020,0.064777,0.07725,0.063818,0.076958,0.076958,591436389
31/05/2020,0.076905,0.086029,0.072597,0.074352,0.074352,848945702
01/06/2020,0.074244,0.082385,0.073659,0.081168,0.081168,681780739
02/06/2020,0.080983,0.08245,0.073968,0.078456,0.078456,588732847
03/06/2020,0.078518,0.085664,0.077421,0.085439,0.085439,558410069
04/06/2020,0.085364,0.090089,0.084407,0.089,0.089,593406535
05/06/2020,0.08905,0.089163,0.084326,0.085442,0.085442,357717348
06/06/2020,0.085449,0.087173,0.085176,0.086026,0.086026,230814840
07/06/2020,0.086035,0.088604,0.083016,0.086654,0.086654,317140970
08/06/2020,0.086703,0.087013,0.084601,0.08643,0.08643,212837064
09/06/2020,0.086444,0.08653,0.083407,0.083407,0.083407,213123820
10/06/2020,0.083394,0.083776,0.079992,0.083531,0.083531,326625304
11/06/2020,0.08354,0.085147,0.074332,0.07536,0.07536,321763381
12/06/2020,0.075368,0.080668,0.075169,0.079554,0.079554,244019082
13/06/2020,0.079613,0.079657,0.077573,0.079028,0.079028,161430428
14/06/2020,0.079103,0.079173,0.076386,0.076748,0.076748,142625977
15/06/2020,0.076748,0.07986,0.06977,0.078387,0.078387,330333741
16/06/2020,0.078381,0.079717,0.077061,0.079073,0.079073,216508724
17/06/2020,0.079085,0.083661,0.077621,0.083445,0.083445,294705846
18/06/2020,0.083445,0.084455,0.080377,0.082174,0.082174,244522788
19/06/2020,0.082139,0.082139,0.078954,0.079603,0.079603,211649409
20/06/2020,0.079603,0.080443,0.077441,0.079339,0.079339,167247006
21/06/2020,0.079318,0.080932,0.078298,0.078475,0.078475,151949751
22/06/2020,0.078472,0.08361,0.078432,0.08361,0.08361,202271174
23/06/2020,0.083412,0.084018,0.081509,0.08295,0.08295,184078790
24/06/2020,0.082992,0.087011,0.080589,0.082583,0.082583,302220209
25/06/2020,0.082616,0.083487,0.079519,0.081691,0.081691,207010908
26/06/2020,0.081732,0.082007,0.079859,0.080561,0.080561,163378517
27/06/2020,0.080558,0.081239,0.076109,0.077679,0.077679,148184221
28/06/2020,0.077679,0.081413,0.076251,0.080392,0.080392,188871401
29/06/2020,0.080392,0.084336,0.080338,0.08387,0.08387,275593607
30/06/2020,0.083848,0.084979,0.082026,0.083116,0.083116,208687716
01/07/2020,0.083112,0.096085,0.082533,0.095954,0.095954,411496624
02/07/2020,0.096897,0.096897,0.089062,0.094326,0.094326,416119936
03/07/2020,0.094318,0.101483,0.092721,0.096538,0.096538,449087829
04/07/2020,0.096652,0.100568,0.096143,0.099952,0.099952,325220890
05/07/2020,0.099965,0.099965,0.094408,0.098211,0.098211,262132088
06/07/2020,0.098211,0.105589,0.097334,0.105221,0.105221,336062177
07/07/2020,0.104957,0.118803,0.103143,0.117554,0.117554,575537074
08/07/2020,0.11749,0.136554,0.11554,0.129908,0.129908,1161107598
09/07/2020,0.129908,0.129908,0.118261,0.124293,0.124293,659099389
10/07/2020,0.12423,0.124417,0.111033,0.118316,0.118316,513272164
11/07/2020,0.118349,0.126715,0.117927,0.125214,0.125214,393237279
12/07/2020,0.125341,0.127839,0.121197,0.126783,0.126783,340033778
13/07/2020,0.126783,0.134829,0.122183,0.124156,0.124156,553867759
14/07/2020,0.124269,0.134267,0.121564,0.131963,0.131963,449379997
15/07/2020,0.131996,0.132421,0.12756,0.130369,0.130369,292680349
16/07/2020,0.130397,0.132458,0.119481,0.125922,0.125922,423824352
17/07/2020,0.125964,0.126491,0.121946,0.122486,0.122486,231984863
18/07/2020,0.122307,0.124315,0.118482,0.122477,0.122477,221333950
19/07/2020,0.122484,0.124557,0.121218,0.123712,0.123712,159010744
20/07/2020,0.123723,0.124031,0.116941,0.117924,0.117924,176280626
21/07/2020,0.117904,0.124232,0.116913,0.122965,0.122965,208927329
22/07/2020,0.122981,0.124328,0.12063,0.123922,0.123922,157853191
23/07/2020,0.123967,0.125859,0.123651,0.123773,0.123773,201587814
24/07/2020,0.123918,0.124085,0.121051,0.121888,0.121888,198707995
25/07/2020,0.121925,0.144676,0.121925,0.143578,0.143578,630341416
26/07/2020,0.142971,0.153705,0.141286,0.148108,0.148108,743098554
27/07/2020,0.147891,0.149314,0.130259,0.138771,0.138771,745732008
28/07/2020,0.138762,0.15022,0.135519,0.148598,0.148598,638080214
29/07/2020,0.148647,0.149396,0.13918,0.139879,0.139879,451915307
30/07/2020,0.139968,0.142189,0.137262,0.140588,0.140588,257573327
31/07/2020,0.140673,0.14099,0.136542,0.138798,0.138798,230659122
01/08/2020,0.138798,0.145829,0.138498,0.143573,0.143573,362476707
02/08/2020,0.143756,0.14709,0.130184,0.133505,0.133505,421324885
03/08/2020,0.133498,0.13812,0.132596,0.137335,0.137335,248378862
04/08/2020,0.137332,0.147619,0.136808,0.143018,0.143018,376096013
05/08/2020,0.143129,0.145175,0.141659,0.142695,0.142695,274829819
06/08/2020,0.142704,0.145609,0.140563,0.144048,0.144048,278613533
07/08/2020,0.14408,0.146949,0.134989,0.139155,0.139155,620550178
08/08/2020,0.139089,0.147424,0.138128,0.145781,0.145781,325527431
09/08/2020,0.146315,0.152014,0.142817,0.145244,0.145244,426878184
10/08/2020,0.145381,0.146591,0.142889,0.143855,0.143855,311836535
11/08/2020,0.143709,0.144795,0.133464,0.137436,0.137436,595072471
12/08/2020,0.137424,0.138919,0.12485,0.137398,0.137398,434540367
13/08/2020,0.137499,0.143157,0.133638,0.141245,0.141245,470617782
14/08/2020,0.141318,0.142451,0.138102,0.138338,0.138338,355732407
15/08/2020,0.138284,0.140632,0.137334,0.138303,0.138303,343504348
16/08/2020,0.138345,0.139167,0.136433,0.138471,0.138471,284566480
17/08/2020,0.138471,0.144117,0.138397,0.14092,0.14092,425628203
18/08/2020,0.140818,0.143104,0.136155,0.137427,0.137427,340692991
19/08/2020,0.137427,0.137965,0.128147,0.129275,0.129275,383288760
20/08/2020,0.129309,0.133913,0.127686,0.133642,0.133642,314037834
21/08/2020,0.133536,0.133866,0.123127,0.12376,0.12376,363034924
22/08/2020,0.123747,0.125744,0.120038,0.125276,0.125276,296099194
23/08/2020,0.125151,0.125663,0.120498,0.121595,0.121595,232234230
24/08/2020,0.121581,0.12631,0.120876,0.124488,0.124488,278021260
25/08/2020,0.124525,0.124592,0.108372,0.113292,0.113292,431857369
26/08/2020,0.113347,0.117807,0.111282,0.115285,0.115285,314761939
27/08/2020,0.115258,0.116114,0.104409,0.106824,0.106824,361935074
28/08/2020,0.106875,0.11077,0.106352,0.109453,0.109453,275672160
29/08/2020,0.109474,0.117647,0.108782,0.116712,0.116712,315465776
30/08/2020,0.116668,0.118382,0.114286,0.117437,0.117437,297044001
31/08/2020,0.117493,0.126408,0.113617,0.122688,0.122688,453559242
01/09/2020,0.12261,0.127359,0.120018,0.125411,0.125411,451299015
02/09/2020,0.125477,0.126452,0.112024,0.115613,0.115613,427391907
03/09/2020,0.115538,0.116423,0.095572,0.096154,0.096154,486369863
04/09/2020,0.095987,0.104011,0.094082,0.102445,0.102445,514623980
05/09/2020,0.10239,0.103962,0.087401,0.089923,0.089923,481176027
06/09/2020,0.089923,0.095189,0.086839,0.09306,0.09306,454580262
07/09/2020,0.093072,0.093843,0.08693,0.093333,0.093333,463220962
08/09/2020,0.093237,0.096574,0.088923,0.091011,0.091011,610082647
09/09/2020,0.091149,0.095745,0.089763,0.093349,0.093349,572617714
10/09/2020,0.093433,0.099689,0.093433,0.097156,0.097156,809239667
11/09/2020,0.097156,0.097526,0.093296,0.096989,0.096989,771197364
12/09/2020,0.097112,0.09871,0.09532,0.097598,0.097598,699214253
13/09/2020,0.097598,0.099751,0.092938,0.094856,0.094856,771663333
14/09/2020,0.094906,0.098179,0.093579,0.096769,0.096769,851692144
15/09/2020,0.096809,0.097932,0.093308,0.093496,0.093496,813329601
16/09/2020,0.093398,0.093686,0.08993,0.09165,0.09165,822410832
17/09/2020,0.091655,0.094512,0.091069,0.094217,0.094217,825621808
18/09/2020,0.094217,0.094217,0.090015,0.091081,0.091081,699241251
19/09/2020,0.090884,0.09307,0.090632,0.091657,0.091657,617795834
20/09/2020,0.091662,0.09224,0.088361,0.089433,0.089433,682896131
21/09/2020,0.089459,0.090285,0.078425,0.080428,0.080428,566692194
22/09/2020,0.080448,0.083034,0.079868,0.081754,0.081754,316907647
23/09/2020,0.081754,0.082657,0.076367,0.07683,0.07683,294814765
24/09/2020,0.076806,0.08356,0.076059,0.082895,0.082895,373385376
25/09/2020,0.0829,0.09822,0.082845,0.096909,0.096909,657875487
26/09/2020,0.096892,0.099498,0.09303,0.09555,0.09555,438309287
27/09/2020,0.095578,0.102269,0.094908,0.101206,0.101206,495061617
28/09/2020,0.101206,0.106491,0.100503,0.100696,0.100696,573226386
29/09/2020,0.100703,0.103349,0.097939,0.101136,0.101136,450401208
30/09/2020,0.101116,0.101345,0.097262,0.101146,0.101146,396298082
01/10/2020,0.101202,0.104311,0.096007,0.097878,0.097878,499813017
02/10/2020,0.097894,0.099826,0.090471,0.092913,0.092913,602540074
03/10/2020,0.092913,0.095158,0.092635,0.093684,0.093684,334059453
04/10/2020,0.093684,0.096791,0.092884,0.096301,0.096301,482409858
05/10/2020,0.096301,0.098844,0.096255,0.097687,0.097687,432817916
06/10/2020,0.097634,0.098548,0.092168,0.092909,0.092909,783688998
07/10/2020,0.092909,0.094394,0.090105,0.093936,0.093936,420412930
08/10/2020,0.093944,0.096776,0.090903,0.096242,0.096242,457557891
10/10/2020,0.101466,0.11054,0.101445,0.105025,0.105025,923715999
11/10/2020,0.104902,0.108865,0.104381,0.106538,0.106538,797480086
14/10/2020,0.109298,0.112231,0.105712,0.107297,0.107297,713264193
15/10/2020,0.107217,0.107591,0.104979,0.106635,0.106635,562197282
16/10/2020,0.106748,0.107317,0.102537,0.104064,0.104064,553561875
17/10/2020,0.104218,0.106979,0.103366,0.106104,0.106104,472005227
18/10/2020,0.106044,0.107601,0.105305,0.107388,0.107388,432851135
19/10/2020,0.107416,0.110921,0.106188,0.108677,0.108677,490775170
20/10/2020,0.108614,0.108841,0.101226,0.102494,0.102494,707955236
21/10/2020,0.102519,0.108286,0.101831,0.106187,0.106187,779410099
22/10/2020,0.106056,0.112414,0.105482,0.110572,0.110572,933335641
23/10/2020,0.110698,0.111754,0.105602,0.108083,0.108083,1110973427
24/10/2020,0.108083,0.109662,0.107539,0.108075,0.108075,868194497
25/10/2020,0.108075,0.10873,0.106178,0.106351,0.106351,722743351
26/10/2020,0.106351,0.107381,0.09943,0.103097,0.103097,880221833
27/10/2020,0.103097,0.10549,0.10207,0.102827,0.102827,913522302
28/10/2020,0.102827,0.103349,0.09557,0.098977,0.098977,876721856
29/10/2020,0.098977,0.100712,0.095,0.095376,0.095376,883054980
30/10/2020,0.095376,0.095587,0.090363,0.093369,0.093369,855782606
31/10/2020,0.093369,0.09527,0.092208,0.093056,0.093056,662592019
01/11/2020,0.093056,0.098487,0.092853,0.098197,0.098197,609565849
02/11/2020,0.098197,0.099935,0.091766,0.092143,0.092143,817756720
03/11/2020,0.092143,0.093834,0.088048,0.093434,0.093434,859629132
04/11/2020,0.093435,0.096002,0.092127,0.095369,0.095369,1041738046
05/11/2020,0.095369,0.097573,0.092214,0.096994,0.096994,554496502
06/11/2020,0.096994,0.109683,0.096721,0.109105,0.109105,717731180
07/11/2020,0.109105,0.113187,0.099408,0.101379,0.101379,861840304
08/11/2020,0.101379,0.108298,0.100179,0.106621,0.106621,625787081
09/11/2020,0.106621,0.107971,0.101456,0.105325,0.105325,802272882
10/11/2020,0.105326,0.108621,0.103939,0.105805,0.105805,700753239
11/11/2020,0.105805,0.108403,0.10554,0.105965,0.105965,631585357
12/11/2020,0.105965,0.106512,0.102827,0.104525,0.104525,634274545
13/11/2020,0.104525,0.107801,0.104062,0.106391,0.106391,477838893
14/11/2020,0.106391,0.106841,0.101736,0.104202,0.104202,432474021
15/11/2020,0.104202,0.105061,0.098801,0.100531,0.100531,358303858
16/11/2020,0.100531,0.104893,0.099656,0.104008,0.104008,400498894
17/11/2020,0.10548,0.11197,0.105112,0.1096,0.1096,622568575
18/11/2020,0.1096,0.111523,0.103546,0.106403,0.106403,692683324
19/11/2020,0.106402,0.107721,0.104525,0.105866,0.105866,590674105
20/11/2020,0.105866,0.118231,0.105778,0.118226,0.118226,688553865
21/11/2020,0.118226,0.133603,0.116771,0.132945,0.132945,1385060442
22/11/2020,0.132945,0.152735,0.12019,0.14476,0.14476,2294032112
23/11/2020,0.14476,0.158153,0.142471,0.15351,0.15351,2203606418
24/11/2020,0.153571,0.182066,0.153571,0.166323,0.166323,2566224959
25/11/2020,0.166346,0.174859,0.149907,0.155162,0.155162,1773041979
26/11/2020,0.155107,0.16022,0.123439,0.138281,0.138281,2523183036
27/11/2020,0.138292,0.144637,0.131366,0.141028,0.141028,1505708870
28/11/2020,0.141074,0.171569,0.13956,0.164791,0.164791,1932319047
29/11/2020,0.164923,0.170575,0.157614,0.166639,0.166639,1731327207
30/11/2020,0.16663,0.172765,0.1606,0.171308,0.171308,2151589402
01/12/2020,0.171367,0.173851,0.146573,0.155983,0.155983,2071556994
02/12/2020,0.155956,0.159662,0.151429,0.158557,0.158557,1367595805
03/12/2020,0.158592,0.168009,0.155936,0.164212,0.164212,1287927035
04/12/2020,0.164209,0.164506,0.146964,0.148241,0.148241,1200621758
05/12/2020,0.148164,0.161383,0.146795,0.159668,0.159668,1036100099
06/12/2020,0.159659,0.162406,0.15343,0.158867,0.158867,886137949
07/12/2020,0.158876,0.159041,0.151737,0.15413,0.15413,789426236
08/12/2020,0.154127,0.154936,0.138959,0.140928,0.140928,939164987
09/12/2020,0.140942,0.14981,0.130468,0.148165,0.148165,1320752603
10/12/2020,0.14817,0.14853,0.139986,0.141994,0.141994,798550525
11/12/2020,0.142022,0.142694,0.135182,0.139449,0.139449,704854539
12/12/2020,0.139423,0.147259,0.139207,0.14446,0.14446,519780651
13/12/2020,0.144503,0.156259,0.143477,0.153964,0.153964,675025745
14/12/2020,0.154016,0.158002,0.149769,0.157992,0.157992,587078385
15/12/2020,0.158065,0.159713,0.153355,0.154305,0.154305,607184173
16/12/2020,0.154312,0.167599,0.149976,0.167589,0.167589,976699799
17/12/2020,0.167571,0.174342,0.161644,0.163483,0.163483,1188727265
18/12/2020,0.163449,0.168635,0.159152,0.164988,0.164988,1101018945
19/12/2020,0.16498,0.170486,0.16332,0.164714,0.164714,586684841
20/12/2020,0.164728,0.167724,0.158695,0.161988,0.161988,729191687
21/12/2020,0.162004,0.165416,0.147903,0.152656,0.152656,1139902286
22/12/2020,0.152634,0.160015,0.149451,0.156179,0.156179,1138400653
23/12/2020,0.156226,0.157414,0.12742,0.136394,0.136394,1484453887
24/12/2020,0.136457,0.154337,0.132127,0.152883,0.152883,1470292431
25/12/2020,0.152886,0.166846,0.150497,0.157564,0.157564,1119917804
26/12/2020,0.157556,0.161981,0.149824,0.157824,0.157824,1191970341
27/12/2020,0.157835,0.16519,0.150378,0.154422,0.154422,1578354821
28/12/2020,0.15444,0.178583,0.153445,0.176735,0.176735,1732151279
29/12/2020,0.176709,0.19617,0.174039,0.192164,0.192164,2967669490
30/12/2020,0.192022,0.193144,0.175681,0.18404,0.18404,1849432295
31/12/2020,0.184034,0.185749,0.176594,0.181397,0.181397,1132268397
01/01/2021,0.181382,0.184246,0.172022,0.17535,0.17535,1122218004
02/01/2021,0.175359,0.184253,0.169233,0.177423,0.177423,1408849504
03/01/2021,0.177382,0.208679,0.173376,0.204995,0.204995,2303857909
04/01/2021,0.205236,0.239661,0.19445,0.224762,0.224762,3260699086
05/01/2021,0.224817,0.264886,0.208454,0.258314,0.258314,4097207384
06/01/2021,0.258549,0.346298,0.256225,0.331898,0.331898,6170988900
07/01/2021,0.332272,0.353344,0.283216,0.29998,0.29998,5149188552
08/01/2021,0.300387,0.320191,0.266476,0.305597,0.305597,4560690774
09/01/2021,0.305611,0.338596,0.296694,0.332973,0.332973,3655608662
10/01/2021,0.332961,0.340394,0.284556,0.304895,0.304895,3732911206
11/01/2021,0.304996,0.304996,0.233033,0.275466,0.275466,4768803200
12/01/2021,0.275249,0.31337,0.265727,0.287003,0.287003,4037298875
13/01/2021,0.286688,0.314465,0.272395,0.313609,0.313609,2656935144
14/01/2021,0.313546,0.323552,0.2998,0.310396,0.310396,2686785564
15/01/2021,0.310554,0.329685,0.280742,0.30253,0.30253,3171984602
16/01/2021,0.302512,0.365411,0.30225,0.352444,0.352444,4476161885
17/01/2021,0.352337,0.395653,0.342834,0.379852,0.379852,5617481334
18/01/2021,0.379735,0.395443,0.366233,0.371428,0.371428,3480282508
19/01/2021,0.371457,0.382987,0.363624,0.369137,0.369137,2957453653
20/01/2021,0.368936,0.376197,0.331958,0.375394,0.375394,3281600988
21/01/2021,0.375449,0.378716,0.301401,0.310209,0.310209,3567902823
22/01/2021,0.310054,0.359159,0.283576,0.349577,0.349577,4066222238
23/01/2021,0.349332,0.357211,0.336701,0.345643,0.345643,2781033956
24/01/2021,0.345586,0.368639,0.338756,0.353881,0.353881,2539663711
25/01/2021,0.35385,0.363512,0.341663,0.343886,0.343886,2339817092
26/01/2021,0.343841,0.349753,0.325815,0.344234,0.344234,2557745015
27/01/2021,0.344218,0.344218,0.305461,0.31308,0.31308,2666764973
28/01/2021,0.313021,0.335361,0.306104,0.333303,0.333303,2980005125
29/01/2021,0.352348,0.366772,0.332015,0.348131,0.348131,3367098095
30/01/2021,0.348078,0.37272,0.337469,0.362619,0.362619,2866173269
31/01/2021,0.362608,0.375405,0.338952,0.344898,0.344898,2455679992
01/02/2021,0.344817,0.417152,0.334194,0.402033,0.402033,3838085989
02/02/2021,0.402952,0.452595,0.388787,0.426247,0.426247,6504904709
03/02/2021,0.425959,0.447355,0.415046,0.4414,0.4414,3648896567
04/02/2021,0.441357,0.447014,0.410158,0.441051,0.441051,3553059568
05/02/2021,0.441142,0.556724,0.439556,0.537874,0.537874,6808411307
06/02/2021,0.537758,0.657628,0.522974,0.627886,0.627886,8109402422
07/02/2021,0.628832,0.702539,0.586949,0.663238,0.663238,11252055620
08/02/2021,0.66238,0.719411,0.634283,0.682511,0.682511,9056514741
09/02/2021,0.682145,0.70904,0.669399,0.703516,0.703516,5885048712
10/02/2021,0.703548,0.943893,0.703548,0.930318,0.930318,12667653585
11/02/2021,0.930823,0.973325,0.87195,0.927741,0.927741,10627183208
12/02/2021,0.927095,0.945056,0.871123,0.925587,0.925587,8035829513
13/02/2021,0.925421,0.94995,0.833003,0.905719,0.905719,7532474270
14/02/2021,0.90633,0.914596,0.815201,0.848419,0.848419,7159401195
15/02/2021,0.847825,0.908158,0.717115,0.861012,0.861012,8979888270
16/02/2021,0.860703,0.904206,0.840923,0.870951,0.870951,6948621246
17/02/2021,0.87091,0.895954,0.826491,0.89092,0.89092,5841828077
18/02/2021,0.890869,0.956904,0.890869,0.914119,0.914119,4918032802
19/02/2021,0.914256,0.943777,0.885282,0.927649,0.927649,4582877243
20/02/2021,0.927462,1.193958,0.916921,1.122958,1.122958,11454890463
21/02/2021,1.121584,1.149899,1.079321,1.10052,1.10052,7042361464
22/02/2021,1.100406,1.134158,0.851531,1.099151,1.099151,10562051439
23/02/2021,1.098769,1.133705,0.824145,0.954709,0.954709,11201900117
24/02/2021,0.954958,1.074832,0.902583,1.051657,1.051657,8481334623
25/02/2021,1.051349,1.172732,1.017986,1.079116,1.079116,8248286269
26/02/2021,1.080828,1.290047,0.99515,1.241105,1.241105,14884142109
27/02/2021,1.242145,1.476653,1.234138,1.32486,1.32486,19141980288
28/02/2021,1.323619,1.361114,1.166092,1.308059,1.308059,15732556180
01/03/2021,1.309792,1.342408,1.2393,1.292388,1.292388,9775330113
02/03/2021,1.293609,1.299627,1.188732,1.225582,1.225582,8118255106
